               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  30,            0.040566,            0.022246,            0.018793,             0.57837,             0.64554,             0.70563,             0.41087,            0.014662,           0.0061928,           0.0077274,           0.0020541,           0.0020541,            0.080454
                  31,            0.038466,            0.022539,             0.01604,             0.81516,             0.66943,             0.81227,             0.43143,            0.012953,           0.0061822,           0.0074304,           0.0021134,           0.0021134,            0.079813
                  32,             0.04653,            0.020094,            0.020065,             0.64552,              0.8658,             0.76837,             0.47067,            0.014015,            0.006085,           0.0066246,            0.002172,            0.002172,            0.079172
                  33,             0.05155,             0.02099,            0.015626,             0.74147,             0.83783,             0.84114,             0.46908,             0.01104,           0.0059279,           0.0062428,           0.0022299,           0.0022299,             0.07853
                  34,            0.047879,            0.020856,            0.019456,             0.62407,             0.71057,              0.7572,             0.49564,            0.014264,           0.0058908,           0.0055221,           0.0022871,           0.0022871,            0.077887
                  35,            0.049164,            0.021371,            0.019234,             0.77891,             0.81905,              0.8833,             0.58894,            0.011627,           0.0058453,           0.0048293,           0.0023436,           0.0023436,            0.077244
                  36,            0.045191,            0.021279,            0.017093,              0.8103,             0.80026,             0.85626,             0.47388,             0.01327,           0.0059478,           0.0044362,           0.0023993,           0.0023993,            0.076599
                  37,            0.049777,             0.02096,            0.016308,             0.84678,             0.92255,             0.89418,             0.43069,            0.014925,            0.005956,           0.0047086,           0.0024542,           0.0024542,            0.075954
                  38,            0.041198,            0.020399,            0.014339,             0.66942,             0.87083,              0.7788,             0.50537,            0.014119,           0.0061947,           0.0046483,           0.0025083,           0.0025083,            0.075308
                  39,            0.050827,            0.022805,            0.012294,              0.8928,             0.86948,             0.90958,             0.51791,            0.011927,           0.0058921,           0.0044011,           0.0025617,           0.0025617,            0.074662
                  40,            0.042248,            0.020063,             0.01434,             0.92877,              0.8769,             0.90882,             0.51006,            0.011351,           0.0058745,           0.0038574,           0.0026142,           0.0026142,            0.074014
                  41,            0.037982,            0.019553,            0.014342,             0.69275,              0.8368,             0.73516,             0.34584,            0.015638,           0.0054497,           0.0040885,           0.0026659,           0.0026659,            0.073366
                  42,            0.043708,            0.019136,            0.010733,             0.88713,             0.88448,             0.91536,             0.53365,            0.010293,           0.0056628,           0.0036806,           0.0027167,           0.0027167,            0.072717
                  43,            0.047237,            0.019781,            0.012316,             0.63919,             0.95238,             0.77097,             0.46867,            0.014318,            0.005571,           0.0042788,           0.0027667,           0.0027667,            0.072067
                  44,            0.042304,             0.01984,            0.015442,             0.78793,             0.81867,             0.86618,             0.49848,            0.010818,           0.0055541,           0.0049175,           0.0028157,           0.0028157,            0.071416
                  45,            0.037237,            0.020119,            0.013183,             0.84644,             0.88571,             0.88948,             0.59869,            0.011253,           0.0052628,           0.0046114,           0.0028639,           0.0028639,            0.070764
                  46,            0.036847,            0.018909,           0.0098512,             0.93147,              0.9188,             0.90688,             0.51395,            0.011505,           0.0049917,           0.0037721,           0.0029112,           0.0029112,            0.070111
                  47,            0.045913,             0.01905,           0.0090254,             0.77735,             0.88521,             0.82851,             0.45588,            0.012016,           0.0048969,           0.0037366,           0.0029575,           0.0029575,            0.069457
                  48,            0.043118,            0.019536,            0.010785,             0.88288,             0.95086,             0.94921,             0.61598,            0.009116,           0.0048792,           0.0030983,           0.0030029,           0.0030029,            0.068803
                  49,            0.048788,            0.021752,            0.013314,             0.89328,             0.95238,             0.95375,             0.58744,            0.010424,           0.0048873,           0.0031957,           0.0030473,           0.0030473,            0.068147
                  50,             0.04509,            0.020502,           0.0094876,             0.92947,             0.94275,             0.94317,             0.64879,            0.010804,           0.0048822,           0.0037896,           0.0030908,           0.0030908,            0.067491
                  51,            0.040215,            0.020332,           0.0086862,             0.75226,             0.98436,             0.89037,             0.57026,            0.011309,           0.0047796,           0.0042072,           0.0031333,           0.0031333,            0.066833
                  52,            0.048458,            0.019546,            0.012396,             0.84274,             0.98614,             0.95354,              0.6031,           0.0085462,           0.0048219,           0.0027868,           0.0031748,           0.0031748,            0.066175
                  53,            0.049911,            0.018216,           0.0095469,             0.86956,             0.86667,             0.93667,             0.58227,            0.012443,           0.0050433,           0.0026336,           0.0032153,           0.0032153,            0.065515
                  54,            0.044043,            0.019378,             0.01022,             0.81735,             0.92872,             0.93204,             0.60824,            0.012081,           0.0052088,           0.0019429,           0.0032547,           0.0032547,            0.064855
                  55,            0.053166,            0.020255,            0.012199,             0.88398,             0.95894,             0.95354,             0.53504,            0.012346,           0.0047727,           0.0034534,           0.0032932,           0.0032932,            0.064193
                  56,            0.037668,            0.019747,           0.0081853,             0.78116,             0.88141,             0.85788,             0.56483,            0.011952,           0.0044779,           0.0059475,           0.0033306,           0.0033306,            0.063531
                  57,            0.045126,            0.021305,           0.0091812,             0.84167,             0.79048,             0.80257,              0.4894,             0.01367,           0.0046178,           0.0057519,            0.003367,            0.003367,            0.062867
                  58,            0.039945,            0.018909,            0.010844,             0.90276,              0.8532,             0.87728,             0.50107,            0.011827,           0.0045181,           0.0056693,           0.0034023,           0.0034023,            0.062202
                  59,            0.041363,            0.022057,           0.0084636,              0.9165,             0.82531,             0.87204,             0.46857,            0.011426,           0.0045658,           0.0045115,           0.0034366,           0.0034366,            0.061537
                  60,            0.049586,            0.020591,           0.0086938,             0.89517,             0.92121,             0.93458,             0.58636,           0.0092896,           0.0044378,            0.002779,           0.0034698,           0.0034698,             0.06087
                  61,            0.037008,            0.018109,           0.0072956,             0.95347,             0.90954,             0.96088,             0.62248,             0.01257,           0.0044946,           0.0029326,           0.0035019,           0.0035019,            0.060202
                  62,             0.03608,            0.019614,           0.0069675,             0.89009,             0.94688,             0.96542,             0.65078,           0.0077933,           0.0047466,           0.0038289,           0.0035329,           0.0035329,            0.059533
                  63,            0.043526,            0.017774,           0.0076321,             0.68769,             0.95203,             0.83954,             0.47783,            0.012824,           0.0043934,           0.0040009,           0.0035629,           0.0035629,            0.058863
                  64,            0.039285,            0.019496,           0.0064852,             0.83954,              0.8999,             0.87889,             0.56361,           0.0082156,           0.0043283,           0.0063118,           0.0035917,           0.0035917,            0.058192
                  65,            0.037569,            0.019349,           0.0065778,             0.82956,             0.80495,              0.7831,             0.51564,            0.012147,           0.0045445,           0.0075606,           0.0036194,           0.0036194,            0.057519
                  66,            0.041416,            0.019379,            0.006915,             0.83625,              0.8381,             0.83341,             0.54536,           0.0096062,           0.0043962,           0.0064796,            0.003646,            0.003646,            0.056846
                  67,            0.042095,             0.02035,            0.012528,             0.83132,             0.88408,             0.89225,             0.53675,            0.010838,           0.0042912,           0.0043735,           0.0036715,           0.0036715,            0.056172
                  68,            0.029006,            0.016533,           0.0053782,             0.92378,                   1,             0.95958,             0.66013,           0.0091946,           0.0043207,           0.0022759,           0.0036959,           0.0036959,            0.055496
                  69,            0.041647,            0.020127,           0.0088052,             0.87241,             0.96365,             0.95354,             0.56632,           0.0096362,           0.0041715,           0.0021953,           0.0037192,           0.0037192,            0.054819
                  70,             0.03336,            0.016615,           0.0064548,             0.86372,             0.97716,             0.97806,             0.66244,            0.012517,           0.0040374,              0.0019,           0.0037413,           0.0037413,            0.054141
                  71,            0.046184,            0.018239,           0.0095267,             0.92438,             0.88176,             0.93657,             0.56866,           0.0085446,           0.0041533,           0.0039912,           0.0037623,           0.0037623,            0.053462
                  72,            0.048202,            0.018615,           0.0066361,             0.92269,             0.89925,             0.94045,             0.58113,            0.010515,           0.0042099,           0.0044202,           0.0037822,           0.0037822,            0.052782
                  73,            0.039207,            0.018188,           0.0061139,             0.90975,             0.89387,              0.9788,             0.64687,            0.011041,           0.0042527,           0.0048697,           0.0038009,           0.0038009,            0.052101
                  74,            0.041907,            0.018886,           0.0056374,             0.88213,             0.94252,             0.97125,             0.58204,           0.0093884,           0.0042839,           0.0038526,           0.0038185,           0.0038185,            0.051418
                  75,             0.04692,            0.020491,           0.0064512,             0.81616,             0.81144,             0.82462,              0.5293,            0.014242,           0.0041752,           0.0037866,           0.0038349,           0.0038349,            0.050735
                  76,            0.043471,            0.016841,           0.0047949,             0.94706,             0.82827,             0.92843,             0.57892,            0.011079,           0.0042732,           0.0032133,           0.0038502,           0.0038502,             0.05005
                  77,            0.039323,            0.018708,           0.0049691,             0.80665,              0.9901,             0.93681,             0.63192,           0.0088925,           0.0043017,           0.0032704,           0.0038644,           0.0038644,            0.049364
                  78,            0.035853,            0.017207,           0.0069557,             0.76334,             0.95147,             0.92137,             0.56723,            0.012258,           0.0042391,           0.0041497,           0.0038774,           0.0038774,            0.048677
                  79,              0.0468,             0.01943,           0.0059957,              0.7316,             0.90476,             0.91751,             0.54497,            0.011078,           0.0041733,           0.0045257,           0.0038893,           0.0038893,            0.047989
                  80,            0.042937,            0.017647,            0.006322,             0.87611,             0.82948,             0.88554,             0.60731,            0.011938,           0.0038434,           0.0053022,           0.0039001,           0.0039001,              0.0473
                  81,            0.042478,            0.017539,           0.0049959,             0.89117,             0.91939,             0.90256,             0.59179,           0.0091689,           0.0039226,           0.0050376,           0.0039097,           0.0039097,             0.04661
                  82,            0.038713,            0.017946,           0.0046303,             0.89324,             0.95238,              0.9105,             0.48685,           0.0098101,            0.003921,           0.0049824,           0.0039182,           0.0039182,            0.045918
                  83,            0.040298,            0.017089,           0.0063076,             0.85318,             0.95238,             0.90833,             0.51619,           0.0097772,           0.0038636,           0.0050783,           0.0039255,           0.0039255,            0.045226
                  84,            0.046744,            0.018674,           0.0047491,              0.8625,             0.97727,             0.90245,             0.52645,           0.0092122,           0.0038568,           0.0051135,           0.0039317,           0.0039317,            0.044532
                  85,            0.041819,            0.017388,           0.0054294,             0.83787,             0.95125,             0.92565,             0.64443,            0.011005,           0.0037401,            0.004154,           0.0039369,           0.0039369,            0.043837
                  86,            0.036824,            0.016442,           0.0049847,             0.91068,             0.90476,             0.90849,             0.61372,            0.012247,           0.0037143,           0.0029418,           0.0039408,           0.0039408,            0.043141
                  87,            0.037356,            0.018459,           0.0051159,              0.8836,             0.90435,               0.916,             0.59869,            0.011204,           0.0037479,           0.0030594,           0.0039437,           0.0039437,            0.042444
                  88,            0.047938,            0.017503,           0.0062407,             0.93073,             0.99734,             0.97125,             0.68062,           0.0082309,           0.0040132,            0.002162,           0.0039455,           0.0039455,            0.041745
                  89,            0.035789,            0.016169,           0.0060225,             0.94738,             0.98042,             0.98333,             0.61771,           0.0096482,           0.0041004,           0.0018324,           0.0039461,           0.0039461,            0.041046
                  90,            0.048825,            0.017554,           0.0052506,              0.9064,                   1,             0.96542,             0.45968,            0.011322,           0.0039398,           0.0020722,           0.0039457,           0.0039457,            0.040346
                  91,             0.03373,            0.016763,           0.0050982,             0.94637,             0.97296,             0.98333,             0.60857,            0.011499,           0.0039451,           0.0018997,           0.0039442,           0.0039442,            0.039644
                  92,            0.037453,            0.017591,            0.005063,             0.94705,             0.96807,             0.95958,             0.50404,           0.0097635,           0.0035984,           0.0026876,           0.0039416,           0.0039416,            0.038942
                  93,            0.039552,             0.01711,           0.0047133,             0.83793,             0.99909,             0.93454,             0.61264,           0.0084684,           0.0036869,           0.0038302,           0.0039379,           0.0039379,            0.038238
                  94,            0.047879,            0.018979,           0.0069929,             0.86768,              0.8806,             0.91231,             0.61256,           0.0072075,           0.0036947,           0.0056438,           0.0039332,           0.0039332,            0.037533
                  95,            0.041111,            0.015599,           0.0033978,              0.8686,             0.88608,             0.91444,             0.62758,           0.0079012,           0.0036245,            0.005697,           0.0039274,           0.0039274,            0.036827
                  96,             0.04039,            0.017175,           0.0045523,             0.88695,             0.87428,             0.93915,             0.45412,            0.011342,           0.0034651,           0.0056329,           0.0039206,           0.0039206,            0.036121
                  97,            0.040239,            0.017318,           0.0042917,               0.923,             0.86059,             0.94648,             0.57156,           0.0086007,            0.003537,           0.0059494,           0.0039127,           0.0039127,            0.035413
                  98,            0.046873,             0.01751,           0.0037219,             0.91684,             0.83971,             0.93999,             0.65669,           0.0082833,           0.0035937,           0.0062153,           0.0039038,           0.0039038,            0.034704
                  99,            0.038591,            0.016315,           0.0034375,             0.76919,             0.96232,             0.94665,             0.60334,            0.011053,           0.0034234,           0.0053137,           0.0038939,           0.0038939,            0.033994
                 100,             0.03894,            0.016277,           0.0038617,             0.86584,             0.99974,              0.9775,             0.60731,            0.010488,           0.0034195,           0.0037673,            0.003883,            0.003883,            0.033283
                 101,            0.044482,            0.017751,            0.004893,              0.8856,             0.99949,             0.95037,              0.6188,           0.0089189,           0.0035822,           0.0038715,           0.0038711,           0.0038711,            0.032571
                 102,            0.028576,            0.015357,           0.0038537,             0.74425,             0.97271,              0.9213,             0.56424,            0.012788,           0.0034164,           0.0067788,           0.0038582,           0.0038582,            0.031858
                 103,            0.043839,            0.017186,            0.003819,             0.90318,             0.83353,              0.9038,             0.62651,           0.0092588,            0.003469,           0.0080558,           0.0038444,           0.0038444,            0.031144
                 104,             0.04932,             0.01758,           0.0040619,             0.84525,             0.90277,             0.90887,             0.62223,            0.008032,           0.0033593,           0.0068403,           0.0038296,           0.0038296,             0.03043
                 105,            0.035865,            0.016124,           0.0044987,             0.89391,             0.86998,             0.93225,             0.60009,           0.0081629,           0.0034039,           0.0053764,           0.0038139,           0.0038139,            0.029714
                 106,            0.036189,            0.014014,           0.0023755,             0.87876,             0.90476,             0.93225,             0.50793,           0.0092104,           0.0035125,           0.0044135,           0.0037972,           0.0037972,            0.028997
                 107,            0.048588,            0.017062,           0.0036484,             0.85909,             0.88561,             0.92843,             0.62743,            0.010367,           0.0035843,           0.0035965,           0.0037797,           0.0037797,             0.02828
                 108,             0.04105,            0.016668,           0.0040445,             0.87295,             0.89344,             0.92124,             0.64828,            0.008551,           0.0034739,           0.0037738,           0.0037612,           0.0037612,            0.027561
                 109,            0.031572,            0.015669,           0.0032111,             0.84123,             0.92043,             0.89479,             0.63363,           0.0081635,           0.0034433,           0.0040138,           0.0037419,           0.0037419,            0.026842
                 110,            0.039583,            0.016635,           0.0046928,             0.79555,             0.89323,             0.85463,             0.47912,           0.0097411,             0.00344,           0.0048124,           0.0037217,           0.0037217,            0.026122
                 111,            0.044038,            0.014782,           0.0038885,              0.7332,             0.87747,             0.82027,             0.44758,           0.0099101,           0.0033447,           0.0053996,           0.0037007,           0.0037007,            0.025401
                 112,            0.037125,            0.014743,           0.0048671,             0.84558,             0.89995,             0.85565,             0.56845,           0.0096049,           0.0032822,           0.0034382,           0.0036789,           0.0036789,            0.024679
                 113,            0.033196,            0.015567,           0.0035332,             0.91972,             0.84464,             0.90056,             0.59681,            0.009874,           0.0033912,            0.004112,           0.0036562,           0.0036562,            0.023956
                 114,             0.04112,            0.015089,           0.0076131,             0.91667,               0.851,             0.89657,             0.58225,             0.01135,           0.0032464,           0.0065968,           0.0036328,           0.0036328,            0.023233
                 115,            0.033445,            0.013721,           0.0056173,             0.80809,             0.90476,             0.87833,             0.52665,           0.0091797,           0.0033093,           0.0063763,           0.0036085,           0.0036085,            0.022509
                 116,            0.036393,            0.014826,           0.0041166,             0.91372,             0.92134,              0.9262,             0.62389,           0.0096688,           0.0031967,           0.0049074,           0.0035836,           0.0035836,            0.021784
                 117,             0.02658,            0.013138,           0.0044438,              0.8424,             0.98755,             0.94806,             0.64666,            0.012203,            0.003125,           0.0039378,           0.0035579,           0.0035579,            0.021058
                 118,            0.039124,            0.016715,            0.003628,             0.73903,                   1,             0.94822,             0.66257,            0.012942,           0.0031805,           0.0032833,           0.0035315,           0.0035315,            0.020331
                 119,            0.037662,            0.014271,           0.0042558,             0.78517,                   1,              0.9325,             0.44395,            0.010751,           0.0033287,           0.0029381,           0.0035044,           0.0035044,            0.019604
                 120,            0.047216,             0.01865,           0.0047889,             0.91009,             0.99906,             0.97796,             0.62861,           0.0078418,           0.0035306,           0.0026717,           0.0034766,           0.0034766,            0.018877
                 121,            0.032268,            0.015884,           0.0032117,             0.78748,                   1,             0.97222,             0.67801,           0.0074554,           0.0036206,           0.0025597,           0.0034481,           0.0034481,            0.018148
                 122,            0.038318,             0.01706,           0.0033108,             0.88417,             0.88571,             0.95392,             0.59806,            0.010244,           0.0035889,           0.0026894,           0.0034191,           0.0034191,            0.017419
                 123,            0.038759,            0.014434,           0.0035322,             0.87732,             0.88571,             0.96769,              0.7096,           0.0099274,           0.0034885,           0.0026549,           0.0033894,           0.0033894,            0.016689
                 124,            0.040645,            0.014918,           0.0034149,              0.8114,             0.99907,             0.97222,             0.68269,           0.0089511,           0.0034512,           0.0023446,           0.0033592,           0.0033592,            0.015959
                 125,             0.02272,            0.016348,           0.0026172,             0.91307,             0.99209,             0.98917,             0.65858,           0.0079181,           0.0036188,           0.0018837,           0.0033284,           0.0033284,            0.015228
                 126,            0.036337,            0.015839,           0.0027826,             0.92091,             0.95238,             0.98917,             0.65213,           0.0090982,           0.0037362,           0.0015957,            0.003297,            0.003297,            0.014497
                 127,            0.036591,            0.015283,           0.0029938,             0.80023,             0.98845,             0.90823,             0.63791,            0.008519,           0.0041337,            0.001533,           0.0032651,           0.0032651,            0.013765
                 128,            0.036693,            0.016074,           0.0022129,             0.70505,                   1,             0.89683,             0.62723,           0.0084979,           0.0040378,           0.0018862,           0.0032328,           0.0032328,            0.013033
                 129,            0.031112,            0.015251,           0.0045793,             0.90079,             0.75085,             0.93083,             0.62887,           0.0078349,           0.0039832,            0.002606,           0.0031999,           0.0031999,              0.0123
                 130,            0.035659,            0.014586,           0.0039731,             0.90597,             0.75675,             0.93364,             0.60353,           0.0088039,           0.0038738,           0.0024759,           0.0031667,           0.0031667,            0.011567
                 131,            0.031561,            0.014387,           0.0037921,             0.79035,             0.92836,             0.93454,             0.62757,           0.0080698,           0.0037387,           0.0029202,            0.003133,            0.003133,            0.010833
                 132,            0.036471,            0.015395,            0.006745,              0.8382,             0.95238,             0.92229,             0.64708,           0.0077248,           0.0034837,           0.0040845,           0.0030989,           0.0030989,            0.010099
                 133,            0.030542,            0.016009,           0.0045737,             0.91783,             0.94158,             0.94778,             0.62588,            0.010479,           0.0034327,           0.0044177,           0.0030644,           0.0030644,           0.0093644
                 134,            0.030582,            0.014736,           0.0032739,             0.91336,             0.92132,             0.95278,             0.65828,           0.0080667,           0.0035013,           0.0047369,           0.0030296,           0.0030296,           0.0086296
                 135,             0.03982,            0.015635,           0.0042693,             0.91341,             0.91605,             0.95806,             0.64107,            0.010693,           0.0034475,           0.0045981,           0.0029945,           0.0029945,           0.0078945
                 136,            0.037975,            0.017073,           0.0039341,             0.90392,             0.90476,             0.95249,             0.63798,           0.0081115,           0.0034694,           0.0052415,           0.0029591,           0.0029591,           0.0071591
                 137,            0.031367,            0.016489,           0.0042927,             0.86896,             0.90476,             0.92287,             0.67859,           0.0083887,           0.0035126,           0.0060093,           0.0029234,           0.0029234,           0.0064234
                 138,            0.039149,            0.014165,           0.0035976,              0.8542,             0.90576,              0.9175,             0.60527,           0.0089832,           0.0035307,            0.007348,           0.0028874,           0.0028874,           0.0056874
                 139,             0.03134,            0.014332,           0.0050664,              0.8245,             0.88512,             0.87655,             0.64687,           0.0098618,           0.0033031,           0.0088584,           0.0028513,           0.0028513,           0.0049513
                 140,            0.036539,            0.015575,           0.0022609,             0.90466,             0.82464,             0.89278,             0.68029,           0.0079984,           0.0031853,           0.0085522,            0.002815,            0.002815,            0.004215
                 141,            0.035592,            0.018193,             0.00344,             0.88225,             0.85443,             0.90093,              0.6625,            0.008051,           0.0031478,           0.0078077,           0.0027785,           0.0027785,           0.0034785
                 142,            0.031262,            0.015001,           0.0044639,             0.84832,             0.85714,             0.90178,             0.64713,           0.0077004,           0.0032821,           0.0065314,           0.0027419,           0.0027419,           0.0027419
                 143,            0.037319,            0.017756,           0.0027729,             0.83411,             0.94222,             0.92556,             0.65106,           0.0066624,           0.0035748,           0.0052372,           0.0027419,           0.0027419,           0.0027419
                 144,            0.029384,             0.01607,           0.0035003,              0.8902,             0.83766,             0.91278,             0.60594,            0.007922,           0.0036801,           0.0058371,           0.0026864,           0.0026864,           0.0026864
                 145,            0.038791,            0.014303,           0.0040561,             0.80958,             0.90462,             0.88675,             0.53237,           0.0076993,           0.0037504,           0.0068757,           0.0026316,           0.0026316,           0.0026316
                 146,            0.036834,            0.014778,           0.0032728,             0.85413,              0.8381,             0.88061,             0.57182,           0.0081099,           0.0037158,           0.0074871,           0.0025775,           0.0025775,           0.0025775
                 147,            0.039723,            0.013636,           0.0033746,             0.81102,             0.90467,             0.87426,             0.54715,           0.0078268,           0.0036997,           0.0077285,           0.0025241,           0.0025241,           0.0025241
                 148,            0.030628,            0.014662,           0.0027983,             0.87267,              0.8381,             0.85916,              0.6032,           0.0081592,           0.0037458,           0.0078088,           0.0024714,           0.0024714,           0.0024714
                 149,            0.032923,            0.015358,           0.0045191,             0.92398,             0.83787,             0.86141,             0.56329,           0.0089834,           0.0038397,           0.0071216,           0.0024195,           0.0024195,           0.0024195
                 150,             0.03026,            0.016047,           0.0054858,             0.91461,             0.81195,             0.89282,             0.60776,           0.0073559,           0.0037359,           0.0060625,           0.0023684,           0.0023684,           0.0023684
                 151,            0.038703,            0.014675,           0.0038858,             0.90825,             0.80747,              0.9214,             0.60977,           0.0093334,           0.0034812,           0.0052948,            0.002318,            0.002318,            0.002318
                 152,             0.03138,            0.014096,           0.0028416,             0.82133,             0.96007,             0.93471,             0.67142,           0.0074909,           0.0034592,            0.004299,           0.0022684,           0.0022684,           0.0022684
                 153,            0.027779,            0.013444,           0.0032382,             0.86669,             0.84337,             0.89082,             0.59325,           0.0079995,           0.0034378,           0.0047503,           0.0022196,           0.0022196,           0.0022196
                 154,            0.032904,            0.013433,           0.0029505,             0.89582,             0.88571,             0.89035,              0.6212,           0.0074102,           0.0034765,           0.0047261,           0.0021717,           0.0021717,           0.0021717
                 155,            0.033683,            0.015879,           0.0032169,             0.89065,             0.88571,             0.89447,             0.60078,            0.007793,           0.0034976,           0.0049902,           0.0021245,           0.0021245,           0.0021245
                 156,            0.027817,            0.014694,           0.0036686,             0.91347,             0.80995,             0.85981,             0.59496,           0.0082325,           0.0035439,           0.0048489,           0.0020782,           0.0020782,           0.0020782
                 157,            0.036381,            0.015543,           0.0030472,             0.91652,             0.81905,             0.85375,             0.56283,           0.0078656,           0.0035506,             0.00434,           0.0020327,           0.0020327,           0.0020327
