               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.046449,            0.019825,            0.010801,             0.90931,             0.84853,               0.915,              0.5411,            0.010723,           0.0049124,           0.0027765,           0.0034592,           0.0034592,            0.066459
                  53,            0.046249,            0.017668,            0.010766,             0.86403,             0.96304,             0.92685,             0.60109,            0.010639,           0.0047773,           0.0033726,           0.0035153,           0.0035153,            0.065815
                  54,             0.04346,            0.018914,           0.0085682,              0.8419,             0.94398,             0.93961,              0.5695,             0.01103,           0.0045734,           0.0039592,            0.003571,            0.003571,            0.065171
                  55,            0.052363,            0.020206,            0.010436,             0.87344,             0.86058,             0.87039,             0.53362,            0.011196,           0.0046414,           0.0051092,           0.0036261,           0.0036261,            0.064526
                  56,            0.040305,            0.019621,           0.0076036,             0.73037,             0.85654,             0.79731,             0.48645,            0.014164,           0.0046093,           0.0072358,           0.0036808,           0.0036808,            0.063881
                  57,            0.047205,            0.020799,           0.0079434,             0.86524,             0.87587,             0.88853,             0.48485,            0.011219,           0.0046764,           0.0070333,           0.0037349,           0.0037349,            0.063235
                  58,            0.042573,            0.018422,            0.008724,             0.85596,             0.94538,             0.92105,              0.6129,            0.011421,           0.0048099,           0.0047192,           0.0037884,           0.0037884,            0.062588
                  59,            0.045107,            0.021647,            0.007939,             0.90598,             0.84996,             0.92942,             0.61919,           0.0089137,           0.0047326,           0.0047538,           0.0038414,           0.0038414,            0.061941
                  60,             0.04753,             0.02044,           0.0068398,             0.56258,             0.94779,             0.79301,              0.3969,            0.014375,           0.0044819,           0.0028712,           0.0038939,           0.0038939,            0.061294
                  61,            0.034114,            0.017901,           0.0066091,             0.81049,             0.82929,             0.85289,             0.58088,            0.013108,           0.0044469,           0.0066138,           0.0039458,           0.0039458,            0.060646
                  62,            0.036277,            0.019563,           0.0056489,             0.83893,             0.93843,              0.8989,             0.58331,           0.0095221,           0.0041546,           0.0066946,           0.0039971,           0.0039971,            0.059997
                  63,            0.042907,            0.017657,           0.0086307,             0.87881,             0.92492,             0.95375,             0.62689,            0.011894,           0.0040185,            0.005359,           0.0040479,           0.0040479,            0.059348
                  64,            0.040233,            0.019304,           0.0053866,             0.88058,             0.86784,             0.91946,             0.54829,           0.0095616,           0.0044199,            0.007037,           0.0040981,           0.0040981,            0.058698
                  65,            0.039981,            0.019179,           0.0068997,               0.838,             0.72229,             0.77636,             0.50157,           0.0091215,           0.0050258,           0.0084537,           0.0041477,           0.0041477,            0.058048
                  66,            0.041545,            0.019243,           0.0073199,             0.77281,             0.72315,              0.6841,             0.43415,             0.01052,           0.0050082,           0.0075741,           0.0041967,           0.0041967,            0.057397
                  67,            0.044892,            0.020261,           0.0074212,             0.73034,             0.67436,             0.72258,             0.48337,            0.010708,            0.004759,           0.0067885,           0.0042451,           0.0042451,            0.056745
                  68,            0.030475,            0.016572,           0.0060279,             0.89919,             0.77853,             0.88003,              0.5399,           0.0097137,           0.0045811,           0.0058831,           0.0042929,           0.0042929,            0.056093
                  69,            0.042526,            0.020047,            0.008274,             0.78524,             0.88078,             0.90248,              0.6048,           0.0095832,           0.0043576,           0.0044206,           0.0043401,           0.0043401,             0.05544
                  70,            0.035989,            0.016404,           0.0057051,             0.92493,             0.79159,             0.92542,             0.58437,            0.011815,           0.0041637,           0.0053801,           0.0043867,           0.0043867,            0.054787
                  71,            0.049812,            0.017884,           0.0094489,             0.82237,              0.7898,             0.90502,             0.54946,            0.010763,           0.0042101,            0.005892,           0.0044327,           0.0044327,            0.054133
                  72,            0.050286,            0.018306,           0.0066699,              0.7681,             0.83805,             0.79259,              0.4755,            0.013187,           0.0040945,           0.0053385,            0.004478,            0.004478,            0.053478
                  73,            0.042763,            0.018042,           0.0063777,             0.82733,             0.86766,             0.83546,             0.53495,            0.012222,           0.0041812,           0.0054799,           0.0045227,           0.0045227,            0.052823
                  74,            0.044387,            0.018644,           0.0050399,             0.91114,             0.81481,             0.87259,             0.55452,            0.011385,            0.004011,           0.0058299,           0.0045667,           0.0045667,            0.052167
                  75,            0.046281,            0.020285,           0.0067936,              0.5159,             0.90409,             0.71099,             0.46166,            0.015503,           0.0037114,           0.0061093,           0.0046101,           0.0046101,             0.05151
                  76,             0.04378,            0.016795,           0.0054665,             0.81606,             0.90389,             0.88794,             0.50494,            0.010629,           0.0040503,           0.0063896,           0.0046529,           0.0046529,            0.050853
                  77,            0.042751,            0.018436,           0.0055974,             0.61339,             0.90327,             0.76588,             0.49176,             0.01611,           0.0037725,            0.006495,            0.004695,            0.004695,            0.050195
                  78,            0.033076,            0.017258,           0.0074465,               0.596,             0.85714,              0.7761,             0.46012,            0.015788,           0.0040991,           0.0072727,           0.0047364,           0.0047364,            0.049536
                  79,            0.045713,            0.019565,           0.0065452,             0.79766,             0.80111,             0.80522,             0.49361,            0.010413,           0.0045169,           0.0075713,           0.0047772,           0.0047772,            0.048877
                  80,            0.047143,            0.017142,           0.0085185,             0.88062,             0.69406,             0.84309,             0.49669,           0.0094268,           0.0047139,           0.0054684,           0.0048173,           0.0048173,            0.048217
                  81,            0.038819,            0.018187,           0.0059217,             0.77204,             0.74269,             0.82396,             0.42947,            0.011808,           0.0048598,           0.0046952,           0.0048567,           0.0048567,            0.047557
                  82,            0.037368,             0.01857,           0.0053517,             0.62114,             0.89971,              0.7622,             0.40327,            0.012542,           0.0049295,           0.0046199,           0.0048954,           0.0048954,            0.046895
                  83,            0.039612,            0.017465,           0.0074082,             0.72926,             0.96444,               0.863,             0.40291,            0.011774,           0.0046772,           0.0031341,           0.0049335,           0.0049335,            0.046233
                  84,            0.046312,            0.019194,           0.0049965,             0.87385,             0.96234,             0.96639,             0.50505,            0.012574,           0.0047011,           0.0020886,           0.0049708,           0.0049708,            0.045571
                  85,            0.043725,             0.01797,           0.0050539,             0.90378,             0.93279,             0.95204,             0.51176,            0.011486,           0.0046912,           0.0017298,           0.0050075,           0.0050075,            0.044907
                  86,            0.039999,            0.016802,           0.0040193,             0.84777,             0.98977,             0.92097,             0.58604,           0.0090879,           0.0045487,            0.001823,           0.0050435,           0.0050435,            0.044243
                  87,            0.034623,            0.019109,           0.0067634,             0.83567,              0.9936,             0.94019,             0.64641,            0.010119,           0.0045286,           0.0024153,           0.0050787,           0.0050787,            0.043579
                  88,            0.048557,            0.017326,           0.0059382,             0.90083,             0.95375,             0.91014,             0.59724,            0.010018,           0.0047364,           0.0028273,           0.0051133,           0.0051133,            0.042913
                  89,            0.038244,            0.016295,            0.006651,             0.84044,             0.95047,             0.89211,             0.44775,            0.010072,            0.004241,           0.0030562,           0.0051471,           0.0051471,            0.042247
                  90,            0.051519,             0.01776,           0.0060775,             0.82585,              0.8381,              0.8497,             0.51164,            0.010573,           0.0042824,           0.0028756,           0.0051802,           0.0051802,             0.04158
                  91,            0.033225,            0.017549,           0.0052393,             0.79322,              0.9434,             0.91606,             0.54085,           0.0094483,            0.004424,           0.0030528,           0.0052127,           0.0052127,            0.040913
                  92,            0.036791,            0.017917,           0.0060524,             0.87482,             0.88288,               0.916,             0.56017,           0.0096785,            0.004434,           0.0041498,           0.0052443,           0.0052443,            0.040244
                  93,            0.039952,            0.018052,           0.0054536,             0.74525,             0.76516,             0.79114,             0.49945,            0.010134,           0.0042909,           0.0040891,           0.0052753,           0.0052753,            0.039575
                  94,            0.041961,            0.019413,           0.0073802,             0.84597,             0.99887,             0.90888,             0.59042,           0.0085115,           0.0042378,           0.0040521,           0.0053055,           0.0053055,            0.038906
                  95,            0.041057,            0.016308,           0.0041458,             0.67594,             0.90518,             0.81804,             0.47994,            0.010443,           0.0042703,           0.0056831,            0.005335,            0.005335,            0.038235
                  96,            0.047581,            0.017857,           0.0064889,             0.86832,             0.91062,              0.9188,             0.66041,           0.0093353,           0.0039494,           0.0048833,           0.0053638,           0.0053638,            0.037564
                  97,            0.041116,            0.018443,           0.0061236,             0.83373,             0.94483,             0.85202,              0.5755,           0.0078076,            0.004555,           0.0032792,           0.0053918,           0.0053918,            0.036892
                  98,            0.049806,            0.018455,           0.0052393,             0.91583,             0.83701,             0.91471,             0.62757,            0.012895,            0.003977,           0.0038947,           0.0054191,           0.0054191,            0.036219
                  99,            0.039551,            0.017011,           0.0048939,             0.89852,             0.83862,              0.8466,             0.55945,            0.010876,           0.0041811,           0.0050931,           0.0054457,           0.0054457,            0.035546
                 100,            0.038363,            0.017362,            0.005693,             0.80828,             0.88793,             0.83203,             0.51719,           0.0093262,            0.004672,           0.0055995,           0.0054715,           0.0054715,            0.034871
                 101,            0.043485,            0.018919,           0.0051238,             0.64819,             0.78947,              0.7494,             0.44389,           0.0094501,           0.0053501,           0.0067232,           0.0054966,           0.0054966,            0.034197
                 102,            0.035241,            0.016342,           0.0079842,             0.66157,              0.8381,             0.77287,             0.49934,            0.011525,           0.0047894,           0.0086275,           0.0055209,           0.0055209,            0.033521
                 103,            0.040328,            0.019002,           0.0054294,             0.76975,             0.74286,             0.74809,             0.39224,            0.012083,           0.0046383,           0.0089816,           0.0055444,           0.0055444,            0.032844
                 104,            0.053292,            0.018634,           0.0052413,             0.77417,             0.83381,             0.86603,             0.56135,           0.0080382,           0.0041007,           0.0061363,           0.0055673,           0.0055673,            0.032167
                 105,            0.037238,            0.017379,           0.0059871,             0.82796,             0.84027,             0.92062,              0.5429,            0.010088,            0.003749,           0.0054759,           0.0055893,           0.0055893,            0.031489
                 106,            0.039058,            0.015025,           0.0031927,             0.83878,             0.95186,             0.92856,             0.47797,            0.011646,           0.0035434,           0.0054208,           0.0056106,           0.0056106,            0.030811
                 107,             0.04814,            0.018653,           0.0042162,             0.90653,             0.81546,              0.9169,             0.64582,           0.0080561,           0.0036626,           0.0046311,           0.0056312,           0.0056312,            0.030131
                 108,              0.0436,            0.018401,           0.0054059,             0.90635,             0.81917,             0.92481,              0.5591,           0.0083418,           0.0037346,           0.0033099,            0.005651,            0.005651,            0.029451
                 109,            0.033668,            0.017247,           0.0061032,             0.82013,             0.87735,             0.92653,              0.5821,           0.0098045,           0.0039707,           0.0026672,             0.00567,             0.00567,             0.02877
                 110,             0.04041,            0.018415,           0.0067352,             0.82488,             0.90476,             0.96406,             0.57087,            0.010243,           0.0038685,            0.002777,           0.0056883,           0.0056883,            0.028088
                 111,            0.044814,            0.016613,           0.0065107,              0.8276,             0.83848,             0.89708,             0.59104,            0.010947,           0.0036107,           0.0046335,           0.0057059,           0.0057059,            0.027406
                 112,            0.042295,            0.016621,           0.0085115,             0.78547,             0.83686,             0.94261,             0.60706,           0.0093056,           0.0035068,           0.0052434,           0.0057226,           0.0057226,            0.026723
                 113,            0.040661,             0.01782,           0.0079792,             0.68476,             0.64587,             0.61878,              0.3933,            0.012411,           0.0045205,            0.012136,           0.0057386,           0.0057386,            0.026039
                 114,            0.046669,            0.017176,           0.0086416,               0.625,              0.5673,             0.49672,             0.36544,            0.013162,           0.0053241,            0.014087,           0.0057539,           0.0057539,            0.025354
                 115,            0.038598,             0.01587,            0.011148,             0.77178,             0.57459,              0.6706,             0.40734,            0.010037,           0.0049312,           0.0081662,           0.0057684,           0.0057684,            0.024668
                 116,              0.0393,            0.017618,           0.0077318,             0.93255,             0.72368,             0.85074,             0.53774,            0.010065,           0.0050646,           0.0045036,           0.0057821,           0.0057821,            0.023982
                 117,            0.030314,            0.015412,           0.0086588,              0.8167,             0.78846,             0.79095,             0.54158,           0.0073571,           0.0050024,           0.0047552,           0.0057951,           0.0057951,            0.023295
                 118,            0.041006,            0.019231,           0.0056257,             0.61212,             0.88571,             0.71152,              0.4812,           0.0077731,           0.0050428,           0.0041035,           0.0058073,           0.0058073,            0.022607
                 119,            0.038319,            0.017081,           0.0071986,             0.87395,             0.70476,             0.79359,             0.51623,            0.010634,           0.0044127,           0.0051064,           0.0058187,           0.0058187,            0.021919
                 120,            0.048866,            0.021845,           0.0078738,             0.79483,             0.79211,             0.81253,             0.46236,             0.01022,           0.0043619,           0.0045244,           0.0058294,           0.0058294,            0.021229
                 121,            0.037688,            0.018403,           0.0074094,              0.8606,             0.78937,             0.88565,              0.5052,           0.0094352,           0.0044576,           0.0027831,           0.0058394,           0.0058394,            0.020539
                 122,            0.049158,            0.019818,            0.005234,             0.89849,             0.79729,             0.86114,             0.54909,             0.01261,           0.0043692,           0.0033974,           0.0058486,           0.0058486,            0.019849
                 123,            0.043619,            0.016526,            0.010081,             0.71806,             0.88387,             0.81401,             0.51598,             0.01055,            0.004316,           0.0042405,            0.005857,            0.005857,            0.019157
                 124,            0.043453,            0.017411,           0.0072142,             0.74996,             0.86269,             0.83441,             0.54458,            0.014826,            0.004221,           0.0057873,           0.0058647,           0.0058647,            0.018465
                 125,            0.026902,            0.018046,           0.0053805,             0.84626,             0.92662,             0.90219,             0.61618,            0.013842,           0.0044849,           0.0037569,           0.0058716,           0.0058716,            0.017772
                 126,            0.039909,            0.018373,            0.004628,             0.90199,             0.88556,             0.91182,             0.57731,            0.010691,            0.004644,           0.0029328,           0.0058778,           0.0058778,            0.017078
                 127,             0.04193,            0.017264,           0.0054727,              0.8461,             0.88849,             0.89909,             0.60903,             0.00949,           0.0051586,           0.0027582,           0.0058832,           0.0058832,            0.016383
                 128,            0.040282,            0.018558,           0.0044121,             0.93733,             0.82787,              0.9153,             0.47752,            0.010459,           0.0048274,           0.0022291,           0.0058879,           0.0058879,            0.015688
                 129,            0.040007,            0.017442,           0.0076166,             0.97549,             0.88215,             0.94631,             0.54567,            0.010863,           0.0043523,           0.0013823,           0.0058918,           0.0058918,            0.014992
                 130,            0.043359,             0.01668,            0.006606,             0.97892,             0.77557,             0.91763,             0.58653,            0.012255,           0.0044433,           0.0020925,            0.005895,            0.005895,            0.014295
                 131,            0.036866,            0.016921,           0.0042621,             0.88796,             0.85786,             0.91623,             0.54961,            0.011226,           0.0039655,           0.0026133,           0.0058975,           0.0058975,            0.013597
                 132,            0.036943,            0.018194,             0.00577,             0.95676,             0.83144,             0.90404,             0.56418,             0.01031,           0.0039441,           0.0032018,           0.0058992,           0.0058992,            0.012899
                 133,            0.033702,            0.018358,           0.0048174,             0.91647,             0.82986,             0.88773,             0.56864,            0.010906,           0.0036506,           0.0038171,           0.0059002,           0.0059002,              0.0122
                 134,            0.033493,            0.016342,           0.0040812,             0.95379,             0.83701,             0.87924,             0.55467,           0.0082547,           0.0035223,           0.0051828,           0.0059004,           0.0059004,              0.0115
